"CubeId";"SNB1A@SNB.NSS.KZS.EID"
"PublishingDate";"2026-08-21 09:55"

"Date";"LAUFZEIT";"ZEITPUNKT";"frequency";"AGGREGATIONSMETHODE";"Value"
"2007-01-26";"J02M0";"A1100";"P1D_L";"ZZ";"2.441"
"2007-01-29";"J02M0";"A1100";"P1D_L";"ZZ";"2.447"
"2007-01-30";"J02M0";"A1100";"P1D_L";"ZZ";"2.468"
"2007-01-31";"J02M0";"A1100";"P1D_L";"ZZ";"2.467"
"2007-02-01";"J02M0";"A1100";"P1D_L";"ZZ";"2.482"
"2007-02-02";"J02M0";"A1100";"P1D_L";"ZZ";"2.509"
"2007-02-05";"J02M0";"A1100";"P1D_L";"ZZ";"2.433"
"2007-02-06";"J02M0";"A1100";"P1D_L";"ZZ";"2.464"
"2007-02-07";"J02M0";"A1100";"P1D_L";"ZZ";"2.469"
"2007-02-08";"J02M0";"A1100";"P1D_L";"ZZ";"2.376"
"2007-02-09";"J02M0";"A1100";"P1D_L";"ZZ";"2.439"
"2007-02-12";"J02M0";"A1100";"P1D_L";"ZZ";"2.437"
"2007-02-13";"J02M0";"A1100";"P1D_L";"ZZ";"2.444"
"2007-02-14";"J02M0";"A1100";"P1D_L";"ZZ";"2.387"
"2007-02-15";"J02M0";"A1100";"P1D_L";"ZZ";"2.409"
"2007-02-16";"J02M0";"A1100";"P1D_L";"ZZ";"2.431"
"2007-02-19";"J02M0";"A1100";"P1D_L";"ZZ";"2.444"
"2007-02-20";"J02M0";"A1100";"P1D_L";"ZZ";"2.458"
"2007-02-21";"J02M0";"A1100";"P1D_L";"ZZ";"2.427"
"2007-02-22";"J02M0";"A1100";"P1D_L";"ZZ";"2.419"
"2007-02-23";"J02M0";"A1100";"P1D_L";"ZZ";"2.426"
"2007-02-26";"J02M0";"A1100";"P1D_L";"ZZ";"2.422"
"2007-02-27";"J02M0";"A1100";"P1D_L";"ZZ";"2.422"
"2007-02-28";"J02M0";"A1100";"P1D_L";"ZZ";"2.373"
"2007-03-01";"J02M0";"A1100";"P1D_L";"ZZ";"2.396"
"2007-03-02";"J02M0";"A1100";"P1D_L";"ZZ";"2.373"
"2007-03-05";"J02M0";"A1100";"P1D_L";"ZZ";"2.318"
"2007-03-06";"J02M0";"A1100";"P1D_L";"ZZ";"2.347"
"2007-03-07";"J02M0";"A1100";"P1D_L";"ZZ";"2.348"
"2007-03-08";"J02M0";"A1100";"P1D_L";"ZZ";"2.378"
"2007-03-09";"J02M0";"A1100";"P1D_L";"ZZ";"2.4"
"2007-03-12";"J02M0";"A1100";"P1D_L";"ZZ";"2.389"
"2007-03-13";"J02M0";"A1100";"P1D_L";"ZZ";"2.38"
"2007-03-14";"J02M0";"A1100";"P1D_L";"ZZ";"2.36"
"2007-03-15";"J02M0";"A1100";"P1D_L";"ZZ";"2.35"
"2007-03-16";"J02M0";"A1100";"P1D_L";"ZZ";"2.373"
"2007-03-19";"J02M0";"A1100";"P1D_L";"ZZ";"2.413"
"2007-03-20";"J02M0";"A1100";"P1D_L";"ZZ";"2.421"
"2007-03-21";"J02M0";"A1100";"P1D_L";"ZZ";"2.442"
"2007-03-22";"J02M0";"A1100";"P1D_L";"ZZ";"2.434"
"2007-03-23";"J02M0";"A1100";"P1D_L";"ZZ";"2.433"
"2007-03-26";"J02M0";"A1100";"P1D_L";"ZZ";"2.429"
"2007-03-27";"J02M0";"A1100";"P1D_L";"ZZ";"2.437"
"2007-03-28";"J02M0";"A1100";"P1D_L";"ZZ";"2.398"
"2007-03-29";"J02M0";"A1100";"P1D_L";"ZZ";"2.401"
"2007-03-30";"J02M0";"A1100";"P1D_L";"ZZ";"2.411"
"2007-04-02";"J02M0";"A1100";"P1D_L";"ZZ";"2.402"
"2007-04-03";"J02M0";"A1100";"P1D_L";"ZZ";"2.42"
"2007-04-04";"J02M0";"A1100";"P1D_L";"ZZ";"2.43"
"2007-04-05";"J02M0";"A1100";"P1D_L";"ZZ";"2.425"
"2007-04-06";"J02M0";"A1100";"P1D_L";"ZZ";
"2007-04-09";"J02M0";"A1100";"P1D_L";"ZZ";
"2007-04-10";"J02M0";"A1100";"P1D_L";"ZZ";"2.444"
"2007-04-11";"J02M0";"A1100";"P1D_L";"ZZ";"2.474"
"2007-04-12";"J02M0";"A1100";"P1D_L";"ZZ";"2.452"
"2007-04-13";"J02M0";"A1100";"P1D_L";"ZZ";"2.461"
"2007-04-16";"J02M0";"A1100";"P1D_L";"ZZ";"2.485"
"2007-04-17";"J02M0";"A1100";"P1D_L";"ZZ";"2.424"
"2007-04-18";"J02M0";"A1100";"P1D_L";"ZZ";"2.488"
"2007-04-19";"J02M0";"A1100";"P1D_L";"ZZ";"2.478"
"2007-04-20";"J02M0";"A1100";"P1D_L";"ZZ";"2.497"
"2007-04-23";"J02M0";"A1100";"P1D_L";"ZZ";"2.487"
"2007-04-24";"J02M0";"A1100";"P1D_L";"ZZ";"2.488"
"2007-04-25";"J02M0";"A1100";"P1D_L";"ZZ";"2.471"
"2007-04-26";"J02M0";"A1100";"P1D_L";"ZZ";"2.481"
"2007-04-27";"J02M0";"A1100";"P1D_L";"ZZ";"2.499"
"2007-04-30";"J02M0";"A1100";"P1D_L";"ZZ";"2.498"
"2007-05-01";"J02M0";"A1100";"P1D_L";"ZZ";
"2007-05-02";"J02M0";"A1100";"P1D_L";"ZZ";"2.502"
"2007-05-03";"J02M0";"A1100";"P1D_L";"ZZ";"2.558"
"2007-05-04";"J02M0";"A1100";"P1D_L";"ZZ";"2.538"
"2007-05-07";"J02M0";"A1100";"P1D_L";"ZZ";"2.546"
"2007-05-08";"J02M0";"A1100";"P1D_L";"ZZ";"2.563"
"2007-05-09";"J02M0";"A1100";"P1D_L";"ZZ";"2.561"
"2007-05-10";"J02M0";"A1100";"P1D_L";"ZZ";"2.602"
"2007-05-11";"J02M0";"A1100";"P1D_L";"ZZ";"2.558"
"2007-05-14";"J02M0";"A1100";"P1D_L";"ZZ";"2.6"
"2007-05-15";"J02M0";"A1100";"P1D_L";"ZZ";"2.612"
"2007-05-16";"J02M0";"A1100";"P1D_L";"ZZ";"2.627"
"2007-05-17";"J02M0";"A1100";"P1D_L";"ZZ";
"2007-05-18";"J02M0";"A1100";"P1D_L";"ZZ";"2.632"
"2007-05-21";"J02M0";"A1100";"P1D_L";"ZZ";"2.654"
"2007-05-22";"J02M0";"A1100";"P1D_L";"ZZ";"2.661"
"2007-05-23";"J02M0";"A1100";"P1D_L";"ZZ";"2.726"
"2007-05-24";"J02M0";"A1100";"P1D_L";"ZZ";"2.734"
"2007-05-25";"J02M0";"A1100";"P1D_L";"ZZ";"2.745"
"2007-05-28";"J02M0";"A1100";"P1D_L";"ZZ";
"2007-05-29";"J02M0";"A1100";"P1D_L";"ZZ";"2.742"
"2007-05-30";"J02M0";"A1100";"P1D_L";"ZZ";"2.779"
"2007-05-31";"J02M0";"A1100";"P1D_L";"ZZ";"2.782"
"2007-06-01";"J02M0";"A1100";"P1D_L";"ZZ";"2.788"
"2007-06-04";"J02M0";"A1100";"P1D_L";"ZZ";"2.81"
"2007-06-05";"J02M0";"A1100";"P1D_L";"ZZ";"2.823"
"2007-06-06";"J02M0";"A1100";"P1D_L";"ZZ";"2.818"
"2007-06-07";"J02M0";"A1100";"P1D_L";"ZZ";"2.798"
"2007-06-08";"J02M0";"A1100";"P1D_L";"ZZ";"2.804"
"2007-06-11";"J02M0";"A1100";"P1D_L";"ZZ";"2.754"
"2007-06-12";"J02M0";"A1100";"P1D_L";"ZZ";"2.782"
"2007-06-13";"J02M0";"A1100";"P1D_L";"ZZ";"2.807"
"2007-06-14";"J02M0";"A1100";"P1D_L";"ZZ";"2.816"
"2007-06-15";"J02M0";"A1100";"P1D_L";"ZZ";"2.781"
"2007-06-18";"J02M0";"A1100";"P1D_L";"ZZ";"2.804"
"2007-06-19";"J02M0";"A1100";"P1D_L";"ZZ";"2.861"
"2007-06-20";"J02M0";"A1100";"P1D_L";"ZZ";"2.836"
"2007-06-21";"J02M0";"A1100";"P1D_L";"ZZ";"2.831"
"2007-06-22";"J02M0";"A1100";"P1D_L";"ZZ";"2.887"
"2007-06-25";"J02M0";"A1100";"P1D_L";"ZZ";"2.828"
"2007-06-26";"J02M0";"A1100";"P1D_L";"ZZ";"2.781"
"2007-06-27";"J02M0";"A1100";"P1D_L";"ZZ";"2.903"
"2007-06-28";"J02M0";"A1100";"P1D_L";"ZZ";"2.871"
"2007-06-29";"J02M0";"A1100";"P1D_L";"ZZ";"2.905"
"2007-07-02";"J02M0";"A1100";"P1D_L";"ZZ";"2.905"
"2007-07-03";"J02M0";"A1100";"P1D_L";"ZZ";"2.928"
"2007-07-04";"J02M0";"A1100";"P1D_L";"ZZ";"2.929"
"2007-07-05";"J02M0";"A1100";"P1D_L";"ZZ";"2.939"
"2007-07-06";"J02M0";"A1100";"P1D_L";"ZZ";"3.063"
"2007-07-09";"J02M0";"A1100";"P1D_L";"ZZ";"3.021"
"2007-07-10";"J02M0";"A1100";"P1D_L";"ZZ";"3.03"
"2007-07-11";"J02M0";"A1100";"P1D_L";"ZZ";"2.959"
"2007-07-12";"J02M0";"A1100";"P1D_L";"ZZ";"3.005"
"2007-07-13";"J02M0";"A1100";"P1D_L";"ZZ";"2.949"
"2007-07-16";"J02M0";"A1100";"P1D_L";"ZZ";"3.004"
"2007-07-17";"J02M0";"A1100";"P1D_L";"ZZ";"3.02"
"2007-07-18";"J02M0";"A1100";"P1D_L";"ZZ";"2.999"
"2007-07-19";"J02M0";"A1100";"P1D_L";"ZZ";"2.999"
"2007-07-20";"J02M0";"A1100";"P1D_L";"ZZ";"2.986"
"2007-07-23";"J02M0";"A1100";"P1D_L";"ZZ";"2.944"
"2007-07-24";"J02M0";"A1100";"P1D_L";"ZZ";"2.934"
"2007-07-25";"J02M0";"A1100";"P1D_L";"ZZ";"2.911"
"2007-07-26";"J02M0";"A1100";"P1D_L";"ZZ";"2.913"
"2007-07-27";"J02M0";"A1100";"P1D_L";"ZZ";"2.883"
"2007-07-30";"J02M0";"A1100";"P1D_L";"ZZ";"2.832"
"2007-07-31";"J02M0";"A1100";"P1D_L";"ZZ";"2.859"
"2007-08-01";"J02M0";"A1100";"P1D_L";"ZZ";
"2007-08-02";"J02M0";"A1100";"P1D_L";"ZZ";"2.823"
"2007-08-03";"J02M0";"A1100";"P1D_L";"ZZ";"2.826"
"2007-08-06";"J02M0";"A1100";"P1D_L";"ZZ";"2.774"
"2007-08-07";"J02M0";"A1100";"P1D_L";"ZZ";"2.83"
"2007-08-08";"J02M0";"A1100";"P1D_L";"ZZ";"2.788"
"2007-08-09";"J02M0";"A1100";"P1D_L";"ZZ";"2.817"
"2007-08-10";"J02M0";"A1100";"P1D_L";"ZZ";"2.682"
"2007-08-13";"J02M0";"A1100";"P1D_L";"ZZ";"2.636"
"2007-08-14";"J02M0";"A1100";"P1D_L";"ZZ";"2.691"
"2007-08-15";"J02M0";"A1100";"P1D_L";"ZZ";"2.492"
"2007-08-16";"J02M0";"A1100";"P1D_L";"ZZ";"2.475"
"2007-08-17";"J02M0";"A1100";"P1D_L";"ZZ";"2.355"
"2007-08-20";"J02M0";"A1100";"P1D_L";"ZZ";"2.524"
"2007-08-21";"J02M0";"A1100";"P1D_L";"ZZ";"2.379"
"2007-08-22";"J02M0";"A1100";"P1D_L";"ZZ";"2.437"
"2007-08-23";"J02M0";"A1100";"P1D_L";"ZZ";"2.625"
"2007-08-24";"J02M0";"A1100";"P1D_L";"ZZ";"2.574"
"2007-08-27";"J02M0";"A1100";"P1D_L";"ZZ";"2.538"
"2007-08-28";"J02M0";"A1100";"P1D_L";"ZZ";"2.409"
"2007-08-29";"J02M0";"A1100";"P1D_L";"ZZ";"2.485"
"2007-08-30";"J02M0";"A1100";"P1D_L";"ZZ";"2.527"
"2007-08-31";"J02M0";"A1100";"P1D_L";"ZZ";"2.495"
"2007-09-03";"J02M0";"A1100";"P1D_L";"ZZ";"2.52"
"2007-09-04";"J02M0";"A1100";"P1D_L";"ZZ";"2.55"
"2007-09-05";"J02M0";"A1100";"P1D_L";"ZZ";"2.534"
"2007-09-06";"J02M0";"A1100";"P1D_L";"ZZ";"2.587"
"2007-09-07";"J02M0";"A1100";"P1D_L";"ZZ";"2.607"
"2007-09-10";"J02M0";"A1100";"P1D_L";"ZZ";"2.519"
"2007-09-11";"J02M0";"A1100";"P1D_L";"ZZ";"2.455"
"2007-09-12";"J02M0";"A1100";"P1D_L";"ZZ";"2.483"
"2007-09-13";"J02M0";"A1100";"P1D_L";"ZZ";"2.469"
"2007-09-14";"J02M0";"A1100";"P1D_L";"ZZ";"2.501"
"2007-09-17";"J02M0";"A1100";"P1D_L";"ZZ";"2.488"
"2007-09-18";"J02M0";"A1100";"P1D_L";"ZZ";"2.505"
"2007-09-19";"J02M0";"A1100";"P1D_L";"ZZ";"2.512"
"2007-09-20";"J02M0";"A1100";"P1D_L";"ZZ";"2.468"
"2007-09-21";"J02M0";"A1100";"P1D_L";"ZZ";"2.468"
"2007-09-24";"J02M0";"A1100";"P1D_L";"ZZ";"2.497"
"2007-09-25";"J02M0";"A1100";"P1D_L";"ZZ";"2.454"
"2007-09-26";"J02M0";"A1100";"P1D_L";"ZZ";"2.446"
"2007-09-27";"J02M0";"A1100";"P1D_L";"ZZ";"2.463"
"2007-09-28";"J02M0";"A1100";"P1D_L";"ZZ";"2.413"
"2007-10-01";"J02M0";"A1100";"P1D_L";"ZZ";"2.524"
"2007-10-02";"J02M0";"A1100";"P1D_L";"ZZ";"2.541"
"2007-10-03";"J02M0";"A1100";"P1D_L";"ZZ";"2.508"
"2007-10-04";"J02M0";"A1100";"P1D_L";"ZZ";"2.611"
"2007-10-05";"J02M0";"A1100";"P1D_L";"ZZ";"2.561"
"2007-10-08";"J02M0";"A1100";"P1D_L";"ZZ";"2.466"
"2007-10-09";"J02M0";"A1100";"P1D_L";"ZZ";"2.615"
"2007-10-10";"J02M0";"A1100";"P1D_L";"ZZ";"2.605"
"2007-10-11";"J02M0";"A1100";"P1D_L";"ZZ";"2.663"
"2007-10-12";"J02M0";"A1100";"P1D_L";"ZZ";"2.618"
"2007-10-15";"J02M0";"A1100";"P1D_L";"ZZ";"2.649"
"2007-10-16";"J02M0";"A1100";"P1D_L";"ZZ";"2.607"
"2007-10-17";"J02M0";"A1100";"P1D_L";"ZZ";"2.62"
"2007-10-18";"J02M0";"A1100";"P1D_L";"ZZ";"2.564"
"2007-10-19";"J02M0";"A1100";"P1D_L";"ZZ";"2.548"
"2007-10-22";"J02M0";"A1100";"P1D_L";"ZZ";"2.5"
"2007-10-23";"J02M0";"A1100";"P1D_L";"ZZ";"2.482"
"2007-10-24";"J02M0";"A1100";"P1D_L";"ZZ";"2.46"
"2007-10-25";"J02M0";"A1100";"P1D_L";"ZZ";"2.474"
"2007-10-26";"J02M0";"A1100";"P1D_L";"ZZ";"2.481"
"2007-10-29";"J02M0";"A1100";"P1D_L";"ZZ";"2.434"
"2007-10-30";"J02M0";"A1100";"P1D_L";"ZZ";"2.544"
"2007-10-31";"J02M0";"A1100";"P1D_L";"ZZ";"2.536"
"2007-11-01";"J02M0";"A1100";"P1D_L";"ZZ";"2.472"
"2007-11-02";"J02M0";"A1100";"P1D_L";"ZZ";"2.55"
"2007-11-05";"J02M0";"A1100";"P1D_L";"ZZ";"2.497"
"2007-11-06";"J02M0";"A1100";"P1D_L";"ZZ";"2.502"
"2007-11-07";"J02M0";"A1100";"P1D_L";"ZZ";"2.52"
"2007-11-08";"J02M0";"A1100";"P1D_L";"ZZ";"2.51"
"2007-11-09";"J02M0";"A1100";"P1D_L";"ZZ";"2.447"
"2007-11-12";"J02M0";"A1100";"P1D_L";"ZZ";"2.473"
"2007-11-13";"J02M0";"A1100";"P1D_L";"ZZ";"2.452"
"2007-11-14";"J02M0";"A1100";"P1D_L";"ZZ";"2.467"
"2007-11-15";"J02M0";"A1100";"P1D_L";"ZZ";"2.448"
"2007-11-16";"J02M0";"A1100";"P1D_L";"ZZ";"2.427"
"2007-11-19";"J02M0";"A1100";"P1D_L";"ZZ";"2.374"
"2007-11-20";"J02M0";"A1100";"P1D_L";"ZZ";"2.408"
"2007-11-21";"J02M0";"A1100";"P1D_L";"ZZ";"2.393"
"2007-11-22";"J02M0";"A1100";"P1D_L";"ZZ";"2.385"
"2007-11-23";"J02M0";"A1100";"P1D_L";"ZZ";"2.259"
"2007-11-26";"J02M0";"A1100";"P1D_L";"ZZ";"2.288"
"2007-11-27";"J02M0";"A1100";"P1D_L";"ZZ";"2.299"
"2007-11-28";"J02M0";"A1100";"P1D_L";"ZZ";"2.362"
"2007-11-29";"J02M0";"A1100";"P1D_L";"ZZ";"2.323"
"2007-11-30";"J02M0";"A1100";"P1D_L";"ZZ";"2.249"
"2007-12-03";"J02M0";"A1100";"P1D_L";"ZZ";"2.251"
"2007-12-04";"J02M0";"A1100";"P1D_L";"ZZ";"2.337"
"2007-12-05";"J02M0";"A1100";"P1D_L";"ZZ";"2.301"
"2007-12-06";"J02M0";"A1100";"P1D_L";"ZZ";"2.261"
"2007-12-07";"J02M0";"A1100";"P1D_L";"ZZ";"2.26"
"2007-12-10";"J02M0";"A1100";"P1D_L";"ZZ";"2.288"
"2007-12-11";"J02M0";"A1100";"P1D_L";"ZZ";"2.374"
"2007-12-12";"J02M0";"A1100";"P1D_L";"ZZ";"2.374"
"2007-12-13";"J02M0";"A1100";"P1D_L";"ZZ";"2.426"
"2007-12-14";"J02M0";"A1100";"P1D_L";"ZZ";"2.37"
"2007-12-17";"J02M0";"A1100";"P1D_L";"ZZ";"2.31"
"2007-12-18";"J02M0";"A1100";"P1D_L";"ZZ";"2.46"
"2007-12-19";"J02M0";"A1100";"P1D_L";"ZZ";"2.517"
"2007-12-20";"J02M0";"A1100";"P1D_L";"ZZ";"2.518"
"2007-12-21";"J02M0";"A1100";"P1D_L";"ZZ";"2.512"
"2007-12-24";"J02M0";"A1100";"P1D_L";"ZZ";
"2007-12-25";"J02M0";"A1100";"P1D_L";"ZZ";
"2007-12-26";"J02M0";"A1100";"P1D_L";"ZZ";
"2007-12-27";"J02M0";"A1100";"P1D_L";"ZZ";"2.521"
"2007-12-28";"J02M0";"A1100";"P1D_L";"ZZ";"2.43"
"2007-12-31";"J02M0";"A1100";"P1D_L";"ZZ";
"2008-01-01";"J02M0";"A1100";"P1D_L";"ZZ";
"2008-01-02";"J02M0";"A1100";"P1D_L";"ZZ";
"2008-01-03";"J02M0";"A1100";"P1D_L";"ZZ";"2.266"
"2008-01-04";"J02M0";"A1100";"P1D_L";"ZZ";"2.288"
"2008-01-07";"J02M0";"A1100";"P1D_L";"ZZ";"2.291"
"2008-01-08";"J02M0";"A1100";"P1D_L";"ZZ";"2.333"
"2008-01-09";"J02M0";"A1100";"P1D_L";"ZZ";"2.315"
"2008-01-10";"J02M0";"A1100";"P1D_L";"ZZ";"2.304"
"2008-01-11";"J02M0";"A1100";"P1D_L";"ZZ";"2.37"
"2008-01-14";"J02M0";"A1100";"P1D_L";"ZZ";"2.162"
"2008-01-15";"J02M0";"A1100";"P1D_L";"ZZ";"2.161"
"2008-01-16";"J02M0";"A1100";"P1D_L";"ZZ";"2.17"
"2008-01-17";"J02M0";"A1100";"P1D_L";"ZZ";"2.173"
"2008-01-18";"J02M0";"A1100";"P1D_L";"ZZ";"2.119"
"2008-01-21";"J02M0";"A1100";"P1D_L";"ZZ";"2.066"
"2008-01-22";"J02M0";"A1100";"P1D_L";"ZZ";"1.926"
"2008-01-23";"J02M0";"A1100";"P1D_L";"ZZ";"1.995"
"2008-01-24";"J02M0";"A1100";"P1D_L";"ZZ";"1.936"
"2008-01-25";"J02M0";"A1100";"P1D_L";"ZZ";"2.095"
"2008-01-28";"J02M0";"A1100";"P1D_L";"ZZ";"2.068"
"2008-01-29";"J02M0";"A1100";"P1D_L";"ZZ";"2.128"
"2008-01-30";"J02M0";"A1100";"P1D_L";"ZZ";"2.135"
"2008-01-31";"J02M0";"A1100";"P1D_L";"ZZ";"2.106"
"2008-02-01";"J02M0";"A1100";"P1D_L";"ZZ";"2.083"
"2008-02-04";"J02M0";"A1100";"P1D_L";"ZZ";"2.066"
"2008-02-05";"J02M0";"A1100";"P1D_L";"ZZ";"2.109"
"2008-02-06";"J02M0";"A1100";"P1D_L";"ZZ";"2.025"
"2008-02-07";"J02M0";"A1100";"P1D_L";"ZZ";"2.104"
"2008-02-08";"J02M0";"A1100";"P1D_L";"ZZ";"2.155"
"2008-02-11";"J02M0";"A1100";"P1D_L";"ZZ";"2.067"
"2008-02-12";"J02M0";"A1100";"P1D_L";"ZZ";"2.119"
"2008-02-13";"J02M0";"A1100";"P1D_L";"ZZ";"2.094"
"2008-02-14";"J02M0";"A1100";"P1D_L";"ZZ";"2.043"
"2008-02-15";"J02M0";"A1100";"P1D_L";"ZZ";"2.115"
"2008-02-18";"J02M0";"A1100";"P1D_L";"ZZ";"2.193"
"2008-02-19";"J02M0";"A1100";"P1D_L";"ZZ";"2.046"
"2008-02-20";"J02M0";"A1100";"P1D_L";"ZZ";"2.104"
"2008-02-21";"J02M0";"A1100";"P1D_L";"ZZ";"2.179"
"2008-02-22";"J02M0";"A1100";"P1D_L";"ZZ";"2.116"
"2008-02-25";"J02M0";"A1100";"P1D_L";"ZZ";"2.211"
"2008-02-26";"J02M0";"A1100";"P1D_L";"ZZ";"2.251"
"2008-02-27";"J02M0";"A1100";"P1D_L";"ZZ";"2.195"
"2008-02-28";"J02M0";"A1100";"P1D_L";"ZZ";"2.186"
"2008-02-29";"J02M0";"A1100";"P1D_L";"ZZ";"2.13"
"2008-03-03";"J02M0";"A1100";"P1D_L";"ZZ";"2.125"
"2008-03-04";"J02M0";"A1100";"P1D_L";"ZZ";"2.091"
"2008-03-05";"J02M0";"A1100";"P1D_L";"ZZ";"2.093"
"2008-03-06";"J02M0";"A1100";"P1D_L";"ZZ";"2.114"
"2008-03-07";"J02M0";"A1100";"P1D_L";"ZZ";"2.098"
"2008-03-10";"J02M0";"A1100";"P1D_L";"ZZ";"2.136"
"2008-03-11";"J02M0";"A1100";"P1D_L";"ZZ";"2.039"
"2008-03-12";"J02M0";"A1100";"P1D_L";"ZZ";"2.083"
"2008-03-13";"J02M0";"A1100";"P1D_L";"ZZ";"1.981"
"2008-03-14";"J02M0";"A1100";"P1D_L";"ZZ";"1.987"
"2008-03-17";"J02M0";"A1100";"P1D_L";"ZZ";"1.661"
"2008-03-18";"J02M0";"A1100";"P1D_L";"ZZ";"1.694"
"2008-03-19";"J02M0";"A1100";"P1D_L";"ZZ";"1.662"
"2008-03-20";"J02M0";"A1100";"P1D_L";"ZZ";"1.738"
"2008-03-21";"J02M0";"A1100";"P1D_L";"ZZ";
"2008-03-24";"J02M0";"A1100";"P1D_L";"ZZ";
"2008-03-25";"J02M0";"A1100";"P1D_L";"ZZ";"1.869"
"2008-03-26";"J02M0";"A1100";"P1D_L";"ZZ";"1.903"
"2008-03-27";"J02M0";"A1100";"P1D_L";"ZZ";"1.91"
"2008-03-28";"J02M0";"A1100";"P1D_L";"ZZ";"2.12"
"2008-03-31";"J02M0";"A1100";"P1D_L";"ZZ";"2"
"2008-04-01";"J02M0";"A1100";"P1D_L";"ZZ";"2.199"
"2008-04-02";"J02M0";"A1100";"P1D_L";"ZZ";"2.057"
"2008-04-03";"J02M0";"A1100";"P1D_L";"ZZ";"2.058"
"2008-04-04";"J02M0";"A1100";"P1D_L";"ZZ";"2.093"
"2008-04-07";"J02M0";"A1100";"P1D_L";"ZZ";"2.188"
"2008-04-08";"J02M0";"A1100";"P1D_L";"ZZ";"1.993"
"2008-04-09";"J02M0";"A1100";"P1D_L";"ZZ";"1.986"
"2008-04-10";"J02M0";"A1100";"P1D_L";"ZZ";"1.943"
"2008-04-11";"J02M0";"A1100";"P1D_L";"ZZ";"2.151"
"2008-04-14";"J02M0";"A1100";"P1D_L";"ZZ";"2.1"
"2008-04-15";"J02M0";"A1100";"P1D_L";"ZZ";"2.048"
"2008-04-16";"J02M0";"A1100";"P1D_L";"ZZ";"2.112"
"2008-04-17";"J02M0";"A1100";"P1D_L";"ZZ";"2.186"
"2008-04-18";"J02M0";"A1100";"P1D_L";"ZZ";"2.117"
"2008-04-21";"J02M0";"A1100";"P1D_L";"ZZ";"2.165"
"2008-04-22";"J02M0";"A1100";"P1D_L";"ZZ";"2.175"
"2008-04-23";"J02M0";"A1100";"P1D_L";"ZZ";"2.133"
"2008-04-24";"J02M0";"A1100";"P1D_L";"ZZ";"2.056"
"2008-04-25";"J02M0";"A1100";"P1D_L";"ZZ";"2.1"
"2008-04-28";"J02M0";"A1100";"P1D_L";"ZZ";"2.179"
"2008-04-29";"J02M0";"A1100";"P1D_L";"ZZ";"2.172"
"2008-04-30";"J02M0";"A1100";"P1D_L";"ZZ";"2.107"
"2008-05-01";"J02M0";"A1100";"P1D_L";"ZZ";
"2008-05-02";"J02M0";"A1100";"P1D_L";"ZZ";"2.197"
"2008-05-05";"J02M0";"A1100";"P1D_L";"ZZ";"2.107"
"2008-05-06";"J02M0";"A1100";"P1D_L";"ZZ";"2.098"
"2008-05-07";"J02M0";"A1100";"P1D_L";"ZZ";"2.097"
"2008-05-08";"J02M0";"A1100";"P1D_L";"ZZ";"2.072"
"2008-05-09";"J02M0";"A1100";"P1D_L";"ZZ";"2.051"
"2008-05-12";"J02M0";"A1100";"P1D_L";"ZZ";
"2008-05-13";"J02M0";"A1100";"P1D_L";"ZZ";"2.141"
"2008-05-14";"J02M0";"A1100";"P1D_L";"ZZ";"2.174"
"2008-05-15";"J02M0";"A1100";"P1D_L";"ZZ";"2.169"
"2008-05-16";"J02M0";"A1100";"P1D_L";"ZZ";"2.156"
"2008-05-19";"J02M0";"A1100";"P1D_L";"ZZ";"2.123"
"2008-05-20";"J02M0";"A1100";"P1D_L";"ZZ";"2.172"
"2008-05-21";"J02M0";"A1100";"P1D_L";"ZZ";"2.172"
"2008-05-22";"J02M0";"A1100";"P1D_L";"ZZ";"2.151"
"2008-05-23";"J02M0";"A1100";"P1D_L";"ZZ";"2.161"
"2008-05-26";"J02M0";"A1100";"P1D_L";"ZZ";"2.154"
"2008-05-27";"J02M0";"A1100";"P1D_L";"ZZ";"2.183"
"2008-05-28";"J02M0";"A1100";"P1D_L";"ZZ";"2.171"
"2008-05-29";"J02M0";"A1100";"P1D_L";"ZZ";"2.288"
"2008-05-30";"J02M0";"A1100";"P1D_L";"ZZ";"2.298"
"2008-06-02";"J02M0";"A1100";"P1D_L";"ZZ";"2.23"
"2008-06-03";"J02M0";"A1100";"P1D_L";"ZZ";"2.281"
"2008-06-04";"J02M0";"A1100";"P1D_L";"ZZ";"2.303"
"2008-06-05";"J02M0";"A1100";"P1D_L";"ZZ";"2.355"
"2008-06-06";"J02M0";"A1100";"P1D_L";"ZZ";"2.523"
"2008-06-09";"J02M0";"A1100";"P1D_L";"ZZ";"2.5"
"2008-06-10";"J02M0";"A1100";"P1D_L";"ZZ";"2.687"
"2008-06-11";"J02M0";"A1100";"P1D_L";"ZZ";"2.613"
"2008-06-12";"J02M0";"A1100";"P1D_L";"ZZ";"2.605"
"2008-06-13";"J02M0";"A1100";"P1D_L";"ZZ";"2.638"
"2008-06-16";"J02M0";"A1100";"P1D_L";"ZZ";"2.632"
"2008-06-17";"J02M0";"A1100";"P1D_L";"ZZ";"2.594"
"2008-06-18";"J02M0";"A1100";"P1D_L";"ZZ";"2.603"
"2008-06-19";"J02M0";"A1100";"P1D_L";"ZZ";"2.569"
"2008-06-20";"J02M0";"A1100";"P1D_L";"ZZ";"2.576"
"2008-06-23";"J02M0";"A1100";"P1D_L";"ZZ";"2.544"
